ID,出生到配種成功,配種到成功,配種到分娩,分娩到斷乳,胎次,母耳號,父耳號,品種,出生日期
2|66|76|7534|5,396.0,0.0,-33.0,28.0,2.0,14578,8931,LYL,2015-09-27
2|66|76|7536|3,926.0,0.0,102.0,0.0,5.0,,,LY,2013-06-21
2|66|76|7572|2,1662.0,22.0,-62.0,28.0,9.0,,,LY,2012-03-22
2|66|76|7578|5,431.0,140.0,,,1.0,16202,16409,YL,2015-09-27
2|66|76|7582|3,1095.0,0.0,119.0,-125.0,6.0,,,LY,2013-09-30
2|66|76|7584|3,1095.0,0.0,115.0,-122.0,6.0,,,LY,2013-09-30
2|66|76|7586|3,1092.0,0.0,117.0,-123.0,6.0,,,LY,2013-09-30
2|66|76|7588|3,897.0,0.0,-29.0,28.0,4.0,,,LY,2013-09-30
2|66|76|7604|2,1593.0,0.0,121.0,28.0,9.0,,,LY,2012-04-01
2|66|76|7614|3,1111.0,0.0,-34.0,28.0,6.0,,,LY,2013-10-02
2|66|76|7616|3,1069.0,0.0,119.0,28.0,6.0,,,LY,2013-10-02
2|66|76|7616|5,361.0,103.0,,,1.0,,,LY,2015-10-23
2|66|76|7632|3,1095.0,0.0,-34.0,28.0,5.0,,,LY,2013-10-02
2|66|76|7636|2,1477.0,0.0,124.0,28.0,9.0,,,LY,2012-04-07
2|66|76|7658|1,1537.0,0.0,116.0,28.0,9.0,,,YL,2011-06-06
2|66|76|7682|3,870.0,124.0,-166.0,28.0,3.0,,,LY,2013-10-03
2|66|76|7686|2,1650.0,0.0,-35.0,28.0,9.0,,,LY,2012-04-14
2|66|76|7686|3,1117.0,0.0,-37.0,28.0,6.0,,,LY,2013-10-03
2|66|76|7688|3,1157.0,0.0,-41.0,28.0,6.0,,,LY,2013-10-05
2|66|76|7692|3,1197.0,0.0,-34.0,28.0,7.0,,,LY,2013-10-03
2|66|76|7694|3,1184.0,0.0,-32.0,28.0,7.0,,,LY,2013-10-03
2|66|76|7702|3,871.0,0.0,118.0,-125.0,5.0,,,LY,2013-10-04
2|66|76|7704|3,1211.0,0.0,-32.0,28.0,7.0,,,LY,2013-10-04
2|66|76|7706|3,1093.0,0.0,119.0,-124.0,6.0,,,LY,2013-10-04
1|66|76|7733|0,,,,,0.0,,,D,2012-04-09
2|66|76|7736|3,1209.0,0.0,-31.0,28.0,7.0,,,LY,2013-10-04
2|66|76|7758|5,356.0,36.0,,,1.0,,,L,2015-04-08
2|66|76|7782|3,1166.0,43.0,-75.0,28.0,6.0,,,LY,2013-09-30
2|66|76|7814|3,1185.0,23.0,-77.0,28.0,6.0,,,LY,2013-10-06
2|66|76|7816|3,795.0,21.0,-56.0,28.0,4.0,,,LY,2013-10-06
2|66|76|7858|0,1732.0,0.0,116.0,28.0,9.0,,,LY,2010-12-24
2|66|76|7894|3,1197.0,0.0,-31.0,28.0,7.0,,,LY,2013-10-10
2|66|76|7896|3,1183.0,0.0,-35.0,28.0,7.0,,,YL,2013-10-11
2|66|76|7922|3,940.0,0.0,118.0,28.0,5.0,,,LY,2013-06-22
2|66|76|7928|3,1182.0,0.0,-29.0,28.0,7.0,,,LY,2013-09-12
2|66|76|7946|3,1181.0,0.0,-31.0,28.0,7.0,,,YL,2013-10-12
2|66|76|7982|3,1088.0,0.0,117.0,-128.0,5.0,,,LY,2013-09-17
2|66|76|7998|2,1318.0,0.0,-32.0,28.0,6.0,,,LY,2012-05-02
2|66|76|7998|3,1100.0,0.0,-37.0,28.0,6.0,,,LY,2013-10-14
2|66|76|8006|3,948.0,0.0,-34.0,28.0,5.0,,,LY,2013-10-14
2|66|76|8018|3,1100.0,27.0,-58.0,28.0,6.0,,,YL,2013-10-14
2|66|76|8018|5,565.0,0.0,117.0,-121.0,3.0,,,LY,2015-03-06
2|66|76|8042|3,1076.0,0.0,118.0,-122.0,6.0,,,LY,2013-10-16
2|66|76|8044|3,1201.0,0.0,-32.0,28.0,7.0,,,LY,2013-10-11
2|66|76|8046|3,1156.0,0.0,-33.0,28.0,7.0,,,LY,2013-10-16
2|66|76|8048|3,1193.0,0.0,-36.0,28.0,7.0,,,LY,2013-10-14
2|66|76|8056|2,1339.0,0.0,118.0,28.0,7.0,,,LY,2012-04-19
2|66|76|8098|2,1706.0,0.0,-42.0,28.0,10.0,,,LY,2012-04-19
2|66|76|8106|2,1585.0,0.0,-34.0,28.0,10.0,,,LY,2012-04-20
2|66|76|8124|2,1525.0,0.0,115.0,28.0,9.0,,,LY,2012-04-20
2|66|76|8182|5,623.0,0.0,-74.0,28.0,2.0,,,LY,2015-04-24
2|66|76|8184|5,619.0,0.0,-35.0,28.0,3.0,,,LY,2015-04-24
2|66|76|8230|1,1781.0,0.0,118.0,28.0,9.0,,,LY,2011-01-10
2|66|76|8244|3,1140.0,0.0,-33.0,28.0,7.0,,,YL,2013-10-21
2|66|76|8244|5,438.0,87.0,,,1.0,13708,15777,LYL,2015-09-28
2|66|76|8248|2,1524.0,22.0,117.0,28.0,9.0,,,LY,2012-04-23
2|66|76|8256|5,318.0,26.0,117.0,28.0,1.0,29374,19495,LYL,2015-09-28
2|66|76|8260|3,1168.0,0.0,119.0,28.0,7.0,,,LY,2013-06-22
2|66|76|8288|2,1614.0,0.0,-34.0,28.0,9.0,,,LY,2012-04-25
2|66|76|8346|2,1646.0,0.0,-32.0,28.0,9.0,,,LY,2012-04-25
2|66|76|8368|2,1546.0,0.0,115.0,28.0,9.0,,,LY,2012-04-27
2|66|76|8372|2,1504.0,0.0,120.0,28.0,9.0,,,LY,2012-04-27
2|66|76|8402|3,975.0,113.0,-155.0,28.0,4.0,,,YL,2013-06-22
2|66|76|8404|2,1515.0,0.0,120.0,28.0,9.0,,,LY,2012-04-27
2|66|76|8410|3,1160.0,0.0,123.0,28.0,7.0,,,LY,2013-06-22
2|66|76|8416|5,511.0,0.0,-76.0,28.0,2.0,,,L,2015-04-27
2|66|76|8444|2,1710.0,0.0,-42.0,28.0,10.0,,,LY,2012-04-27
2|66|76|8448|2,1459.0,0.0,119.0,28.0,9.0,,,LY,2012-04-27
2|66|76|8464|5,493.0,0.0,119.0,28.0,2.0,,,LY,2015-04-27
2|66|76|8466|5,432.0,27.0,117.0,-153.0,2.0,,,LY,2015-07-08
2|66|76|8506|2,1457.0,0.0,121.0,28.0,9.0,,,LY,2012-04-29
2|66|76|8508|2,1687.0,40.0,-74.0,28.0,9.0,,,LY,2012-04-29
2|66|76|8536|3,1072.0,0.0,-30.0,28.0,6.0,,,LY,2013-11-16
2|66|76|8554|2,1317.0,0.0,116.0,28.0,8.0,,,LY,2012-04-29
1|66|76|8615|5,,,,,0.0,,,D,2015-05-06
2|66|76|8642|2,1609.0,0.0,-36.0,28.0,10.0,,,LY,2012-05-02
2|66|76|8642|5,591.0,0.0,-33.0,28.0,3.0,,,L,2015-05-06
2|66|76|8654|3,1076.0,151.0,-190.0,28.0,5.0,,,LY,2013-11-21
2|66|76|8664|2,1346.0,0.0,-50.0,28.0,8.0,,,LY,2012-05-02
2|66|76|8694|2,1473.0,0.0,-44.0,28.0,8.0,,,LY,2012-04-09
2|66|76|8694|3,826.0,63.0,-107.0,28.0,4.0,,,LY,2013-11-21
2|66|76|8718|3,1285.0,45.0,-77.0,28.0,6.0,,,LY,2013-06-22
1|66|76|8723|5,,,,,0.0,,,D,2015-05-12
2|66|76|8744|3,736.0,0.0,117.0,28.0,3.0,,,LY,2013-11-22
2|66|76|8754|2,1502.0,0.0,-50.0,28.0,8.0,,,LY,2012-05-06
2|66|76|8764|3,871.0,0.0,117.0,28.0,4.0,,,YL,2013-11-09
2|66|76|8774|3,1205.0,49.0,-85.0,28.0,7.0,,,LY,2013-06-23
2|66|76|8776|2,1515.0,0.0,123.0,28.0,9.0,,,LY,2012-05-06
2|66|76|8798|3,1310.0,0.0,-30.0,28.0,8.0,,,LY,2013-06-23
2|66|76|8804|3,1031.0,0.0,114.0,28.0,6.0,,,LY,2013-11-09
2|66|76|8808|3,1096.0,0.0,-33.0,28.0,6.0,,,LY,2013-11-09
2|66|76|8812|3,1079.0,0.0,-35.0,28.0,6.0,,,LY,2013-11-09
2|66|76|8814|3,984.0,62.0,118.0,28.0,5.0,,,LY,2013-11-22
2|66|76|8822|3,1249.0,0.0,-36.0,28.0,6.0,,,LY,2013-06-25
2|66|76|8824|2,1624.0,0.0,117.0,-126.0,9.0,,,LY,2012-04-12
2|66|76|8826|2,1469.0,0.0,121.0,28.0,9.0,,,LY,2012-05-08
2|66|76|8834|3,874.0,0.0,120.0,28.0,5.0,,,LY,2013-06-25
2|66|76|8850|3,1112.0,27.0,-73.0,28.0,5.0,,,YL,2013-11-23
2|66|76|8852|3,1122.0,0.0,-50.0,28.0,6.0,,,YL,2013-11-23
2|66|76|8854|3,1117.0,0.0,-32.0,28.0,6.0,,,YL,2013-10-23
2|66|76|8856|3,1149.0,0.0,-37.0,28.0,7.0,,,YL,2013-11-09
2|66|76|8858|3,1130.0,0.0,-40.0,28.0,6.0,,,YL,2013-10-23
2|66|76|8862|3,1141.0,0.0,119.0,28.0,6.0,,,LY,2013-06-25
2|66|76|8874|5,617.0,70.0,-145.0,28.0,2.0,,,LY,2015-05-16
2|66|76|8876|3,1290.0,19.0,-53.0,28.0,7.0,,,LY,2013-06-25
2|66|76|8878|5,500.0,67.0,117.0,-192.0,2.0,,,LY,2015-05-16
2|66|76|8888|5,440.0,0.0,-63.0,28.0,2.0,18792,34151,YL,2015-09-28
2|66|76|8902|3,1287.0,0.0,-34.0,28.0,7.0,,,LY,2013-06-25
2|66|76|8908|2,1176.0,53.0,117.0,28.0,7.0,,,LY,2012-05-10
2|66|76|8912|3,1082.0,42.0,-81.0,28.0,6.0,,,LY,2013-11-10
2|66|76|8914|3,1035.0,0.0,118.0,-127.0,6.0,,,LY,2013-11-23
2|66|76|8916|2,1529.0,0.0,118.0,28.0,9.0,,,LY,2012-05-10
2|66|76|8922|5,548.0,115.0,-151.0,28.0,2.0,,,LY,2015-05-16
2|66|76|8932|5,504.0,46.0,-103.0,28.0,2.0,,,LY,2015-05-16
2|66|76|8937|5,599.0,0.0,-33.0,28.0,3.0,,,LY,2015-05-16
2|66|76|8942|2,1573.0,0.0,121.0,28.0,9.0,,,LY,2012-05-10
2|66|76|8942|5,590.0,0.0,-32.0,28.0,3.0,,,YL,2015-05-16
2|66|76|8944|5,603.0,0.0,-32.0,28.0,3.0,,,YL,2015-05-16
2|66|76|8946|5,279.0,0.0,117.0,28.0,1.0,,,YL,2015-05-16
2|66|76|8948|5,498.0,47.0,119.0,-171.0,2.0,,,YL,2015-05-16
2|66|76|8972|3,1198.0,0.0,-37.0,28.0,7.0,,,LY,2013-06-26
2|66|76|8984|2,1570.0,0.0,120.0,28.0,9.0,,,LY,2012-05-12
2|66|76|8988|2,1585.0,0.0,118.0,-126.0,9.0,,,LY,2012-05-12
2|66|76|8992|3,776.0,0.0,118.0,28.0,4.0,,,YL,2013-10-14
2|66|76|8996|3,1213.0,0.0,-49.0,28.0,6.0,,,LY,2013-06-26
2|66|76|9006|2,1503.0,0.0,117.0,28.0,9.0,,,LY,2012-05-12
2|66|76|9006|5,593.0,114.0,-199.0,28.0,2.0,,,LY,2015-03-06
2|66|76|9014|3,1204.0,0.0,-34.0,28.0,6.0,,,LY,2013-06-26
2|66|76|9020|3,1311.0,0.0,-49.0,28.0,6.0,,,YL,2013-06-26
2|66|76|9028|3,1168.0,0.0,115.0,28.0,6.0,,,YL,2013-06-26
1|66|76|9037|5,,,,,0.0,,,D,2015-05-16
2|66|76|9046|2,1327.0,0.0,119.0,28.0,8.0,,,LY,2012-05-12
2|66|76|9048|2,1312.0,0.0,117.0,-120.0,7.0,,,LY,2012-05-12
2|66|76|9048|3,1303.0,0.0,-32.0,28.0,8.0,,,YL,2013-06-26
2|66|76|9054|3,792.0,0.0,131.0,0.0,4.0,,,YL,2013-11-24
2|66|76|9060|3,1169.0,0.0,117.0,28.0,7.0,,,LY,2013-06-26
2|66|76|9076|2,1495.0,0.0,121.0,28.0,9.0,,,LY,2012-05-14
2|66|76|9078|2,1459.0,0.0,120.0,28.0,9.0,,,LY,2012-05-14
2|66|76|9082|2,1317.0,0.0,119.0,28.0,8.0,,,LY,2012-05-14
2|66|76|9088|3,1310.0,0.0,-32.0,28.0,8.0,,,LY,2013-06-27
2|66|76|9088|5,406.0,0.0,-32.0,28.0,2.0,33114,15349,LY,2015-09-28
2|66|76|9091|3,1232.0,88.0,-127.0,28.0,6.0,,,LY,2013-06-27
2|66|76|9092|3,1225.0,0.0,-33.0,28.0,7.0,,,LY,2013-06-27
2|66|76|9102|3,905.0,0.0,117.0,28.0,5.0,,,YL,2013-06-27
2|66|76|9122|3,1259.0,0.0,-34.0,28.0,7.0,,,YL,2013-06-27
2|66|76|9128|3,1190.0,0.0,120.0,-126.0,7.0,,,YL,2013-06-27
2|66|76|9130|3,1197.0,0.0,-35.0,28.0,7.0,,,LY,2013-06-27
2|66|76|9132|2,1582.0,0.0,-40.0,28.0,9.0,,,LY,2012-05-15
2|66|76|9144|5,269.0,0.0,,,1.0,2676,3803,LY,2015-09-28
2|66|76|9162|3,1176.0,0.0,122.0,-129.0,7.0,,,YL,2013-06-27
2|66|76|9166|2,1671.0,0.0,-32.0,28.0,10.0,,,LY,2012-05-15
2|66|76|9174|2,1307.0,0.0,-34.0,28.0,7.0,,,LY,2012-05-15
2|66|76|9192|2,1571.0,0.0,118.0,28.0,9.0,,,LY,2012-05-14
2|66|76|9194|6,,,,,0.0,,,YL,2016-04-26
2|66|76|9204|5,452.0,0.0,-32.0,28.0,2.0,6072,15349,LY,2015-09-28
2|66|76|9208|3,1218.0,0.0,-31.0,28.0,7.0,,,LY,2013-06-28
2|66|76|9248|6,,,,,0.0,,,LY,2016-04-26
2|66|76|9290|3,1201.0,23.0,-56.0,28.0,7.0,,,LY,2013-06-28
2|66|76|9294|3,1209.0,21.0,-53.0,28.0,7.0,,,YL,2013-06-28
2|66|76|9302|3,864.0,21.0,-62.0,28.0,5.0,,,YL,2013-06-28
2|66|76|9332|3,1194.0,0.0,-33.0,28.0,6.0,,,LY,2013-09-23
2|66|76|9334|3,946.0,39.0,-78.0,28.0,5.0,,,LY,2013-04-10
2|66|76|9336|2,1242.0,31.0,118.0,28.0,7.0,,,LY,2012-05-15
2|66|76|9372|2,1635.0,0.0,-44.0,28.0,9.0,,,YL,2012-05-21
2|66|76|9374|2,1494.0,0.0,114.0,28.0,9.0,,,LY,2012-05-21
2|66|76|9400|5,354.0,80.0,,,1.0,19572,463,LY,2015-09-28
2|66|76|9404|5,499.0,0.0,116.0,-132.0,2.0,,,L,2015-05-26
2|66|76|9426|2,1451.0,0.0,121.0,28.0,9.0,,,LY,2012-05-21
2|66|76|9426|5,,,,,0.0,7326,3803,LY,2015-09-28
2|66|76|9428|2,1533.0,0.0,117.0,28.0,9.0,,,LY,2012-05-21
2|66|76|9432|2,1352.0,0.0,-72.0,28.0,8.0,,,LY,2012-05-21
2|66|76|9436|2,1441.0,0.0,122.0,28.0,9.0,,,LY,2012-05-21
2|66|76|9462|5,393.0,0.0,-33.0,28.0,2.0,19844,9411,YL,2015-09-28
2|66|76|9467|3,1134.0,0.0,-35.0,28.0,7.0,,,LY,2013-12-09
2|66|76|9484|5,273.0,0.0,,,1.0,,,LY,2015-05-28
2|66|76|9486|2,1696.0,0.0,-33.0,28.0,10.0,,,LY,2012-05-24
2|66|76|9498|6,,,,,0.0,,,LY,2016-05-01
2|66|76|9522|3,1131.0,0.0,-33.0,28.0,7.0,,,LY,2013-11-28
2|66|76|9530|1,1579.0,0.0,119.0,28.0,9.0,,,LY,2011-06-09
2|66|76|9540|5,409.0,0.0,-33.0,28.0,2.0,1052,8931,YL,2015-09-29
2|66|76|9572|5,,,,,0.0,9644,10283,LY,2015-09-29
2|66|76|9574|5,345.0,0.0,,,1.0,,,YL,2015-06-11
2|66|76|9584|5,468.0,0.0,-33.0,28.0,2.0,33470,16409,YL,2015-09-29
2|66|76|9585|5,597.0,0.0,-33.0,28.0,3.0,,,LY,2015-05-28
2|66|76|9588|5,313.0,0.0,120.0,28.0,1.0,,,LY,2015-05-28
2|66|76|9598|3,1042.0,0.0,-35.0,28.0,5.0,,,LY,2013-12-10
2|66|76|9602|5,290.0,0.0,,,1.0,,,YL,2015-05-28
2|66|76|9604|5,311.0,0.0,,,1.0,,,YL,2015-05-28
2|66|76|9606|5,348.0,0.0,,,1.0,,,YL,2015-05-28
2|66|76|9608|5,,,,,0.0,31400,10283,LY,2015-09-29
2|66|76|9622|5,412.0,0.0,-34.0,28.0,2.0,8556,18447,LY,2015-09-29
2|66|76|9662|2,1157.0,23.0,118.0,28.0,7.0,,,LY,2012-05-27
2|66|76|9664|2,1657.0,0.0,-34.0,28.0,9.0,,,LY,2012-05-27
2|66|76|9676|3,1232.0,0.0,119.0,28.0,7.0,,,LY,2013-04-21
2|66|76|9696|5,394.0,0.0,-36.0,28.0,2.0,16104,1055,LY,2015-09-29
2|66|76|9704|3,1152.0,0.0,-47.0,28.0,6.0,,,LY,2013-10-04
2|66|76|9708|5,464.0,23.0,-59.0,28.0,2.0,1142,34151,YL,2015-09-29
2|66|76|9710|5,457.0,0.0,-32.0,28.0,2.0,1142,34151,YL,2015-09-29
2|66|76|9720|5,,,,,0.0,100281,16303,LY,2015-09-29
2|66|76|9724|2,1489.0,0.0,124.0,28.0,9.0,,,LY,2012-05-29
2|66|76|9724|5,599.0,0.0,-35.0,28.0,3.0,,,YL,2015-06-04
2|66|76|9726|5,,,,,0.0,,,YL,2015-06-04
2|66|76|9734|3,1046.0,0.0,-34.0,28.0,6.0,,,LY,2013-12-06
2|66|76|9738|3,1003.0,0.0,117.0,28.0,6.0,,,LY,2013-12-10
2|66|76|9738|5,415.0,0.0,-34.0,28.0,2.0,32206,30185,LY,2015-09-29
2|66|76|9742|3,1066.0,109.0,-142.0,28.0,5.0,,,LY,2013-12-06
2|66|76|9762|3,1003.0,0.0,115.0,28.0,6.0,,,LY,2013-12-09
2|66|76|9772|3,1090.0,0.0,-74.0,28.0,6.0,,,LY,2013-12-09
2|66|76|9776|3,1007.0,0.0,119.0,-124.0,6.0,,,LY,2013-12-09
2|66|76|9782|3,1009.0,0.0,118.0,-124.0,6.0,,,LY,2013-12-10
2|66|76|9782|5,603.0,0.0,-45.0,28.0,3.0,,,LY,2015-05-28
2|66|76|9784|2,1266.0,73.0,-108.0,28.0,7.0,,,LY,2012-06-01
2|66|76|9792|3,1111.0,47.0,-79.0,28.0,6.0,,,LY,2013-12-10
2|66|76|9822|2,1224.0,0.0,-33.0,28.0,7.0,,,LY,2012-06-01
2|66|76|9856|5,,,,,0.0,,,YL,2015-06-04
2|66|76|9862|3,1168.0,0.0,118.0,-127.0,7.0,,,LY,2013-06-28
2|66|76|9877|1,1756.0,0.0,119.0,28.0,10.0,,,LYL,2011-06-09
2|66|76|9908|1,1653.0,0.0,115.0,28.0,10.0,,,LY,2011-06-09
2|66|76|9910|1,1693.0,0.0,125.0,28.0,10.0,,,LY,2011-02-15
2|66|76|9938|2,1499.0,0.0,-42.0,28.0,7.0,,,LY,2012-05-14
2|66|76|9942|2,1313.0,0.0,115.0,0.0,8.0,,,LY,2012-05-17
2|66|76|9944|2,1233.0,0.0,117.0,-133.0,6.0,,,LY,2012-06-04
2|66|76|9962|3,1226.0,0.0,118.0,-125.0,7.0,,,YL,2013-05-22
2|66|76|9974|3,1057.0,0.0,-35.0,28.0,6.0,,,LY,2013-12-15
2|66|76|9976|3,1044.0,0.0,-36.0,28.0,6.0,,,LY,2013-12-15
2|66|76|9976|5,398.0,0.0,-33.0,28.0,2.0,13698,15777,YL,2015-09-30
2|66|76|9978|5,,,,,0.0,13698,15777,YL,2015-09-30
2|66|76|9982|5,459.0,0.0,-84.0,28.0,2.0,,,LY,2015-06-09
2|66|76|99821|5,285.0,0.0,117.0,28.0,1.0,,,LY,2015-06-09
2|66|76|9983|5,534.0,119.0,-156.0,28.0,2.0,,,LY,2015-06-09
2|66|76|9988|5,465.0,0.0,116.0,-131.0,2.0,,,LY,2015-06-09
2|66|76|9996|2,1479.0,0.0,119.0,28.0,9.0,,,LY,2012-05-19
2|66|76|10014|2,1556.0,0.0,115.0,-123.0,9.0,,,LY,2012-06-12
2|66|76|10028|5,517.0,0.0,-66.0,28.0,2.0,,,L,2015-06-09
2|66|76|10032|5,573.0,0.0,-35.0,28.0,3.0,,,LY,2015-06-09
2|66|76|10034|5,420.0,0.0,116.0,28.0,2.0,,,LY,2015-06-09
2|66|76|10052|2,1456.0,0.0,111.0,28.0,9.0,,,LY,2012-06-14
2|66|76|10056|5,421.0,0.0,-34.0,28.0,2.0,3458,9411,YL,2015-09-30
2|66|76|10058|5,414.0,0.0,-53.0,28.0,2.0,3458,9411,YL,2015-09-30
2|66|76|10062|6,284.0,0.0,,,1.0,,,LY,2016-03-13
2|66|76|10074|5,393.0,0.0,-33.0,28.0,2.0,19832,30185,LY,2015-09-30
2|66|76|10132|5,394.0,0.0,-33.0,28.0,2.0,13642,491,LY,2015-09-30
2|66|76|10150|5,406.0,0.0,-32.0,28.0,2.0,3326,491,LY,2015-09-30
2|66|76|10156|1,1608.0,0.0,116.0,28.0,9.0,,,LY,2011-11-10
2|66|76|10166|5,247.0,0.0,117.0,28.0,1.0,10541,16911,LY,2015-09-30
2|66|76|101701|6,280.0,0.0,,,1.0,,,LY,2016-03-17
2|66|76|10193|2,1566.0,0.0,119.0,28.0,9.0,,,LYL,2012-03-14
2|66|76|10205|2,1526.0,0.0,-38.0,28.0,7.0,,,LY,2012-03-14
2|66|76|10212|5,578.0,0.0,-33.0,28.0,3.0,,,LY,2015-06-11
2|66|76|10214|5,429.0,0.0,-58.0,28.0,2.0,,,LY,2015-06-11
2|66|76|10216|5,455.0,0.0,116.0,28.0,2.0,,,LY,2015-06-11
2|66|76|10218|5,571.0,0.0,-34.0,28.0,3.0,,,LY,2015-06-11
2|66|76|10268|5,457.0,32.0,-75.0,28.0,2.0,4828,15777,YL,2015-09-30
2|66|76|10272|6,,,,,0.0,,,LY,2016-04-12
2|66|76|10277|2,1485.0,0.0,118.0,28.0,9.0,,,YL,2012-03-14
2|66|76|10308|5,421.0,0.0,-36.0,28.0,2.0,3238,491,LY,2015-10-01
2|66|76|10319|2,1388.0,0.0,115.0,28.0,8.0,,,LY,2012-03-14
2|66|76|10328|5,393.0,0.0,-35.0,28.0,2.0,19306,5051,LY,2015-10-01
2|66|76|103521|3,973.0,0.0,121.0,28.0,5.0,,,LY,2013-12-26
2|66|76|10357|3,986.0,0.0,115.0,28.0,6.0,,,LY,2013-12-26
2|66|76|10358|3,1087.0,0.0,-42.0,28.0,6.0,,,LY,2013-12-26
2|66|76|10366|2,1569.0,79.0,119.0,-200.0,8.0,,,LY,2012-06-15
2|66|76|10373|2,1507.0,0.0,121.0,28.0,8.0,,,LY,2012-03-14
2|66|76|10378|5,411.0,0.0,-30.0,28.0,2.0,7972,18447,LY,2015-10-01
2|66|76|10380|5,425.0,0.0,-36.0,28.0,2.0,7972,18447,LY,2015-10-01
2|66|76|10392|5,374.0,0.0,,,1.0,39722,16303,LY,2015-10-01
2|66|76|10395|2,1594.0,0.0,-35.0,28.0,8.0,,,YL,2012-03-14
2|66|76|10396|5,399.0,0.0,-34.0,28.0,2.0,39722,16303,LY,2015-10-01
2|66|76|10401|2,1485.0,0.0,-31.0,28.0,9.0,,,YL,2012-03-14
2|66|76|10436|5,386.0,44.0,,,1.0,18812,16303,LY,2015-10-01
1|66|76|10441|3,,,,,0.0,,,D,2013-03-17
2|66|76|10460|6,261.0,0.0,,,1.0,,,LY,2016-03-22
2|66|76|10462|5,271.0,0.0,117.0,28.0,1.0,,,LY,2015-06-23
2|66|76|10462|6,289.0,0.0,,,1.0,,,LY,2016-03-22
2|66|76|10464|6,276.0,0.0,,,1.0,,,LY,2016-03-22
2|66|76|10476|5,497.0,54.0,-87.0,28.0,2.0,,,LY,2015-06-23
2|66|76|10478|5,440.0,0.0,116.0,28.0,2.0,,,LY,2015-06-23
2|66|76|10492|2,1586.0,0.0,-36.0,28.0,8.0,,,LY,2012-06-15
2|66|76|104921|2,1575.0,111.0,-146.0,28.0,9.0,,,LY,2012-06-16
2|66|76|10496|2,1550.0,0.0,117.0,-129.0,9.0,,,LY,2012-06-16
2|66|76|10496|5,482.0,203.0,,,1.0,,,LY,2015-06-23
2|66|76|10498|5,334.0,0.0,119.0,28.0,1.0,19222,16303,LY,2015-10-01
2|66|76|10499|2,1329.0,0.0,119.0,-128.0,8.0,,,LY,2012-06-16
2|66|76|10502|3,1241.0,0.0,-34.0,28.0,7.0,,,YL,2013-06-09
2|66|76|10504|3,1111.0,0.0,-31.0,28.0,6.0,,,LY,2013-12-31
2|66|76|10528|5,443.0,0.0,-32.0,28.0,2.0,13216,16911,LY,2015-10-02
2|66|76|10540|5,443.0,0.0,-35.0,28.0,2.0,33850,16911,LY,2015-10-02
2|66|76|10564|2,1359.0,0.0,-33.0,28.0,8.0,,,LY,2012-06-18
2|66|76|10568|5,527.0,0.0,-34.0,28.0,2.0,,,LY,2015-06-23
2|66|76|105681|5,369.0,78.0,,,1.0,21,16911,LY,2015-10-02
2|66|76|10570|5,354.0,115.0,,,1.0,17026,16911,LY,2015-10-02
2|66|76|10572|2,1533.0,0.0,118.0,-125.0,9.0,,,LY,2012-06-18
2|66|76|10576|2,1522.0,0.0,118.0,28.0,9.0,,,LY,2012-06-14
2|66|76|10576|6,,,,,0.0,,,LY,2016-03-24
2|66|76|10580|3,1324.0,0.0,-32.0,28.0,8.0,,,LY,2013-03-23
2|66|76|10594|1,1652.0,0.0,119.0,28.0,10.0,,,LY,2011-06-09
2|66|76|10606|5,411.0,0.0,-32.0,28.0,2.0,21010,9411,YL,2015-10-02
2|66|76|10612|4,1005.0,0.0,-38.0,28.0,5.0,,,YL,2014-01-08
2|66|76|10614|4,1032.0,0.0,-32.0,28.0,6.0,,,YL,2014-01-08
2|66|76|10652|2,1600.0,28.0,-65.0,28.0,9.0,,,LY,2012-06-18
2|66|76|10666|2,1532.0,0.0,123.0,28.0,9.0,,,LY,2012-06-15
2|66|76|10688|5,426.0,0.0,-33.0,28.0,2.0,15324,8931,YL,2015-10-02
2|66|76|10694|2,1494.0,0.0,118.0,28.0,9.0,,,LY,2012-06-18
2|66|76|10698|2,1574.0,25.0,-60.0,28.0,9.0,,,LY,2012-06-19
2|66|76|10708|2,1282.0,0.0,-36.0,28.0,7.0,,,LY,2012-06-19
2|66|76|10714|4,1057.0,0.0,-57.0,28.0,5.0,,,YL,2014-01-10
2|66|76|10722|5,422.0,0.0,119.0,28.0,2.0,,,LY,2015-06-29
2|66|76|10724|5,,,,,0.0,,,LY,2015-06-29
2|66|76|10726|5,474.0,0.0,-91.0,28.0,2.0,,,LY,2015-06-29
2|66|76|10728|5,437.0,0.0,117.0,28.0,2.0,,,LY,2015-06-29
2|66|76|10742|2,1240.0,0.0,119.0,28.0,7.0,,,YL,2012-06-16
2|66|76|10754|4,1104.0,0.0,-30.0,28.0,6.0,,,LY,2014-01-10
2|66|76|10756|2,1492.0,0.0,117.0,28.0,9.0,,,LY,2012-06-23
2|66|76|10770|6,,,,,0.0,,,LY,2016-04-24
2|66|76|10786|5,486.0,0.0,-34.0,28.0,2.0,,,LY,2015-06-29
2|66|76|10802|2,1503.0,0.0,117.0,28.0,9.0,,,LY,2012-06-23
2|66|76|10812|5,556.0,0.0,-31.0,28.0,3.0,,,LY,2015-06-29
2|66|76|10816|5,493.0,0.0,-49.0,28.0,2.0,,,Y,2015-06-23
2|66|76|10818|5,509.0,109.0,-154.0,28.0,2.0,,,LY,2015-06-29
