場號,部門,客戶代碼,銷售別,銷售日期,實售總頭數,合計市場磅重,實售總金額,銷售廠號,異動日期,建檔者日期,豬類
66,83,4894,40,2016-05-06,50,6597.5,471691,55,2016-05-11,2016-05-11,44
66,83,4805,40,2016-05-05,44,5848,413107,55,2016-05-12,2016-05-12,44
66,83,4805,41,2016-05-05,6,900.5,49069,55,2016-05-12,2016-05-12,46
66,83,4805,41,2016-05-06,6,1047.5,57239,55,2016-05-12,2016-05-12,46
66,83,4805,40,2016-05-06,44,5797.5,401412,55,2016-05-12,2016-05-12,44
66,83,4805,40,2016-05-09,50,6755,466661,55,2016-05-12,2016-05-12,44
66,83,4805,40,2016-05-10,50,6584.5,453384,55,2016-05-20,2016-05-12,44
66,83,4881,40,2016-05-10,50,6349.5,423878,55,2016-05-13,2016-05-13,44
66,83,4894,40,2016-05-11,50,6740,477374,55,2016-05-13,2016-05-13,44
66,83,7079,70,2016-05-05,50,4601.6,365137,08,2016-05-26,2016-05-13,44
66,83,4894,40,2016-05-13,50,6717,467160,55,2016-05-26,2016-05-15,44
66,83,4886,40,2016-05-07,50,6693.2,494242,55,2016-05-16,2016-05-16,44
66,83,4886,40,2016-05-09,50,6533.2,502598,55,2016-05-16,2016-05-16,44
66,83,4886,40,2016-05-13,50,6679.4,493767,55,2016-05-23,2016-05-16,44
66,83,4886,40,2016-05-14,50,6416.4,476587,55,2016-05-23,2016-05-16,44
66,83,4881,40,2016-05-14,50,6567.5,470583,55,2016-05-26,2016-05-19,44
66,83,4894,40,2016-05-16,50,6307,446958,55,2016-05-19,2016-05-19,44
66,83,7079,70,2016-05-09,100,9546,783038,08,2016-05-26,2016-05-19,44
66,83,7079,70,2016-05-11,50,4692.5,387139,08,2016-05-26,2016-05-19,44
66,83,4805,40,2016-05-13,50,6449.5,461455,55,2016-05-20,2016-05-20,44
66,83,4881,40,2016-05-18,50,6332,460268,55,2016-05-26,2016-05-21,44
66,83,4894,40,2016-05-18,50,6318.5,444504,55,2016-05-26,2016-05-21,44
66,83,4886,40,2016-05-19,50,6525.4,492377,55,2016-05-23,2016-05-23,44
66,83,4886,40,2016-05-20,50,6399.2,491940,55,2016-05-25,2016-05-23,44
66,83,4886,40,2016-05-21,50,6352.4,488411,55,2016-05-25,2016-05-23,44
66,83,7079,70,2016-05-19,100,9326.9,778996,08,2016-05-27,2016-05-23,44
66,83,4881,40,2016-05-21,50,6250,457396,55,2016-05-24,2016-05-24,44
66,83,4894,40,2016-05-19,50,6034.5,442490,55,2016-05-24,2016-05-24,44
66,83,4894,40,2016-05-23,50,6617.5,470420,55,2016-05-26,2016-05-24,44
66,83,7079,70,2016-05-23,100,9483.4,813882,08,2016-05-27,2016-05-25,44
66,83,4894,40,2016-05-25,50,6167.5,447823,55,2016-05-26,2016-05-26,44
66,83,4805,40,2016-05-17,50,6517.5,471391,55,2016-05-27,2016-05-27,44
66,83,4805,40,2016-05-19,44,5558.5,407466,55,2016-05-27,2016-05-27,44
66,83,4805,41,2016-05-19,6,879.5,59433,55,2016-05-27,2016-05-27,46
66,83,4883,41,2016-05-19,25,5809,261168,35,2016-05-27,2016-05-27,46
66,83,4805,40,2016-05-20,47,5978.5,448172,55,2016-05-27,2016-05-27,44
66,83,4805,41,2016-05-20,3,555,27992,55,2016-05-27,2016-05-27,46
66,83,4805,40,2016-05-24,50,6297.5,453404,55,2016-05-27,2016-05-27,44
66,83,4886,40,2016-05-23,50,6226.6,485005,55,2016-05-30,2016-05-30,44
66,83,4886,40,2016-05-25,50,6336.6,483033,55,2016-05-30,2016-05-30,44
66,83,4886,40,2016-05-27,50,6153.8,463343,55,2016-05-30,2016-05-30,44
66,83,4805,40,2016-05-27,43,5437,399662,55,2016-05-30,2016-05-30,44
66,83,4805,41,2016-05-27,7,1032.5,62153,55,2016-05-30,2016-05-30,46
66,83,7079,70,2016-05-29,50,4815.7,410377,08,2016-05-30,2016-05-30,44
66,83,4881,40,2016-06-01,50,6223.5,459383,55,2016-06-07,2016-06-07,44
66,83,4894,40,2016-06-01,50,6269,413923,55,2016-06-07,2016-06-07,44
66,83,4881,40,2016-06-06,50,6165,447563,55,2016-06-08,2016-06-07,44
66,83,4894,40,2016-06-04,50,6167.5,462364,55,2016-06-08,2016-06-07,44
66,83,4894,40,2016-06-06,50,6046,440966,55,2016-06-08,2016-06-07,44
66,83,4881,40,2016-06-07,50,6072,457835,55,2016-06-24,2016-06-08,44
66,83,4894,40,2016-06-07,50,6060,441334,55,2016-06-24,2016-06-08,44
66,83,4886,40,2016-06-01,50,6377,487253,55,2016-06-11,2016-06-11,44
66,83,4886,40,2016-06-04,50,6109.6,492923,55,2016-06-11,2016-06-11,44
66,83,4886,40,2016-06-06,49,6104.6,482158,55,2016-06-11,2016-06-11,44
66,83,4886,40,2016-06-08,50,6215.8,478897,55,2016-06-20,2016-06-11,44
66,83,0999,41,2016-06-07,10,1180,38385,66,2016-06-13,2016-06-13,46
66,83,7079,70,2016-06-01,100,9384.2,798792,08,2016-06-28,2016-06-13,44
66,83,7079,70,2016-06-05,100,9479.3,804482,08,2016-06-28,2016-06-13,44
66,83,4805,40,2016-06-01,50,6302.5,444140,55,2016-06-14,2016-06-14,44
66,83,4805,40,2016-06-03,50,6107.5,427909,55,2016-06-14,2016-06-14,44
66,83,4805,40,2016-06-06,50,6122.5,425258,55,2016-06-14,2016-06-14,44
66,83,4805,40,2016-06-07,50,5756.5,421743,55,2016-06-20,2016-06-14,44
66,83,4805,40,2016-06-08,50,6037,435406,55,2016-06-20,2016-06-14,44
66,83,7079,70,2016-06-06,50,4715.3,399942,08,2016-06-28,2016-06-14,44
66,83,7079,70,2016-06-09,50,4707.7,397105,08,2016-06-28,2016-06-14,44
66,83,4883,41,2016-06-13,46,10610.5,437210,35,2016-06-15,2016-06-15,46
66,83,7079,70,2016-06-13,100,9227.2,803821,08,2016-06-28,2016-06-15,44
66,83,4881,40,2016-06-15,50,6201,464837,55,2016-06-17,2016-06-17,44
66,83,4894,40,2016-06-15,50,6243.5,460370,55,2016-06-17,2016-06-17,44
66,83,4886,40,2016-06-14,50,6205,492935,55,2016-06-20,2016-06-20,44
66,83,4805,40,2016-06-14,50,6084.5,442545,55,2016-06-20,2016-06-20,44
66,83,4805,40,2016-06-16,50,5945,438020,55,2016-06-20,2016-06-20,44
66,83,4805,40,2016-06-17,50,6149.5,444845,55,2016-06-27,2016-06-20,44
66,83,7079,70,2016-06-20,100,9235.4,814346,08,2016-06-28,2016-06-21,44
66,83,4886,40,2016-06-18,50,6310.2,508743,55,2016-06-22,2016-06-22,44
66,83,4886,40,2016-06-20,50,6176,486934,55,2016-06-25,2016-06-22,44
66,83,0999,41,2016-06-23,7,830,27123,66,2016-06-23,2016-06-23,46
66,83,7079,70,2016-06-23,100,9082,800938,08,2016-06-29,2016-06-24,44
66,83,4805,41,2016-06-21,10,1382.5,90419,55,2016-06-27,2016-06-27,46
66,83,4805,40,2016-06-21,40,5085,360040,55,2016-06-27,2016-06-27,44
66,83,4805,40,2016-06-22,50,6104,454775,55,2016-06-27,2016-06-27,44
66,83,4886,40,2016-06-24,50,6255.6,482637,55,2016-06-28,2016-06-28,44
66,83,4886,40,2016-06-25,50,6192.2,475191,55,2016-06-28,2016-06-28,44
66,83,4886,40,2016-06-27,50,6175.8,486990,55,2016-06-28,2016-06-28,44
66,83,4805,40,2016-06-24,50,6003,432963,55,2016-06-28,2016-06-28,44
66,83,7079,70,2016-06-27,50,4554.7,392999,08,2016-06-29,2016-06-28,44
66,83,4881,40,2016-07-06,43,5627.5,438042,55,2016-07-12,2016-07-07,44
66,83,4881,41,2016-07-06,7,1362.5,88472,55,2016-07-14,2016-07-07,46
66,83,4886,40,2016-07-02,50,6153,485658,55,2016-07-11,2016-07-11,44
66,83,7079,70,2016-07-01,50,4565.9,391180,08,2016-07-20,2016-07-11,44
66,83,7079,70,2016-07-04,100,9287.5,813830,08,2016-07-20,2016-07-11,44
66,83,4894,40,2016-07-07,45,5622.5,405862,55,2016-07-12,2016-07-12,44
66,83,4894,41,2016-07-07,5,906,43286,55,2016-07-12,2016-07-12,46
66,83,7079,70,2016-07-06,50,4508.2,394889,08,2016-07-20,2016-07-12,44
66,83,4881,40,2016-07-12,50,6505.5,499013,55,2016-07-14,2016-07-14,44
66,83,4894,40,2016-07-14,50,6182,480397,55,2016-07-19,2016-07-14,44
66,83,7079,70,2016-07-11,100,8967.6,815916,08,2016-07-20,2016-07-15,44
66,83,4883,41,2016-07-14,46,10302,428958,35,2016-07-16,2016-07-16,46
66,83,4886,40,2016-07-09,50,6207.6,517400,55,2016-07-17,2016-07-17,44
66,83,4886,40,2016-07-11,50,6183.8,501922,55,2016-07-17,2016-07-17,44
66,83,4805,40,2016-07-13,50,6339,459980,55,2016-07-19,2016-07-19,44
66,83,4881,40,2016-07-14,50,6396,512874,55,2016-07-19,2016-07-19,44
66,83,4881,40,2016-07-16,50,6581,515040,55,2016-07-19,2016-07-19,44
66,83,4886,40,2016-07-15,50,6390.4,517733,55,2016-07-21,2016-07-21,44
66,83,4886,40,2016-07-16,50,6120.8,497061,55,2016-07-21,2016-07-21,44
66,83,7079,70,2016-07-18,99,9181.5,845986,08,2016-07-29,2016-07-21,44
66,83,7079,70,2016-07-20,50,4440.1,405134,08,2016-07-29,2016-07-22,44
66,83,4886,40,2016-07-19,50,6301.2,507666,55,2016-07-23,2016-07-23,44
66,83,4886,40,2016-07-22,50,6072,490526,55,2016-07-27,2016-07-27,44
66,83,4886,40,2016-07-23,50,6261.8,514417,55,2016-07-27,2016-07-27,44
66,83,4886,40,2016-07-25,50,6112,495351,55,2016-07-27,2016-07-27,44
66,83,7079,70,2016-07-25,100,9213.9,839657,08,2016-07-29,2016-07-27,44
66,83,4805,40,2016-07-25,50,6592.5,477410,55,2016-07-28,2016-07-28,44
66,83,4881,40,2016-07-27,50,6653.5,489289,55,2016-07-29,2016-07-28,44
66,83,7079,70,2016-07-27,50,4553.4,415486,08,2016-07-29,2016-07-28,44
66,83,4805,40,2016-07-27,50,6279,463214,55,2016-07-29,2016-07-29,44
66,83,4805,40,2016-07-28,42,5503.5,412091,55,2016-07-29,2016-07-29,44
66,83,4805,41,2016-07-28,8,1175.5,76334,55,2016-07-29,2016-07-29,46
66,83,4805,40,2016-08-05,50,6275,450915,55,2016-08-11,2016-08-07,44
66,83,4886,40,2016-08-01,49,6276.8,488129,55,2016-08-08,2016-08-08,44
66,83,4886,40,2016-08-04,50,6186.8,477880,55,2016-08-08,2016-08-08,44
66,83,7079,70,2016-08-01,100,9113.2,802931,08,2016-08-29,2016-08-09,44
66,83,4881,40,2016-08-06,50,6676.5,499935,55,2016-08-10,2016-08-10,44
66,83,4881,40,2016-08-08,50,6486,482856,55,2016-08-10,2016-08-10,44
66,83,4894,40,2016-08-08,42,5410,386264,55,2016-08-10,2016-08-10,44
66,83,4894,41,2016-08-08,8,1508,65672,55,2016-08-10,2016-08-10,46
66,83,4886,40,2016-08-06,50,6382.4,502077,55,2016-08-10,2016-08-10,44
66,83,4805,40,2016-08-08,50,6399.5,462646,55,2016-08-11,2016-08-11,44
66,83,0999,41,2016-08-04,4,500,16047,66,2016-08-11,2016-08-11,46
66,83,7079,70,2016-08-08,100,9371.4,816908,08,2016-08-29,2016-08-11,44
66,83,4886,40,2016-08-08,50,6198.2,495062,55,2016-08-13,2016-08-13,44
66,83,4886,40,2016-08-10,50,6258.8,472666,55,2016-08-13,2016-08-13,44
66,83,4881,40,2016-08-12,50,6221,462352,55,2016-08-15,2016-08-15,44
66,83,4894,40,2016-08-12,50,6467,458968,55,2016-08-15,2016-08-15,44
66,83,4805,40,2016-08-11,50,6256.5,435802,55,2016-08-16,2016-08-16,44
66,83,4883,41,2016-08-15,25,5704.5,232232,35,2016-08-16,2016-08-16,46
66,83,4886,40,2016-08-13,50,6137.4,477619,55,2016-08-19,2016-08-19,44
66,83,4886,40,2016-08-15,50,6160.2,497008,55,2016-08-19,2016-08-19,44
66,83,4886,40,2016-08-16,50,6137.8,495304,55,2016-08-19,2016-08-19,44
66,83,7079,70,2016-08-14,100,9289.9,791523,08,2016-08-30,2016-08-19,44
66,83,7079,70,2016-08-15,100,9323.8,792867,08,2016-08-30,2016-08-19,44
66,83,4805,40,2016-08-15,50,6322,465958,55,2016-08-22,2016-08-22,44
66,83,4886,40,2016-08-19,50,6082.2,480835,55,2016-08-24,2016-08-24,44
66,83,4886,40,2016-08-20,50,6200.6,488231,55,2016-08-24,2016-08-24,44
66,83,4881,40,2016-08-16,50,6256.5,492974,55,2016-08-25,2016-08-25,44
66,83,4894,40,2016-08-14,50,6374.5,496188,55,2016-08-25,2016-08-25,44
66,83,4894,40,2016-08-22,50,6208,444980,55,2016-08-25,2016-08-25,44
66,83,4886,40,2016-08-22,50,6138.2,484324,55,2016-08-25,2016-08-25,44
66,83,4805,40,2016-08-23,50,6435.5,471315,55,2016-08-29,2016-08-25,44
66,83,7079,70,2016-08-18,50,4426.6,372707,08,2016-08-30,2016-08-25,44
66,83,7079,70,2016-08-22,100,9335,825585,08,2016-08-29,2016-08-25,44
66,83,4886,40,2016-08-24,50,6259.6,484599,55,2016-08-28,2016-08-28,44
66,83,4881,40,2016-08-25,44,5559.5,405179,55,2016-08-29,2016-08-29,44
66,83,4805,40,2016-08-25,44,5431,384090,55,2016-08-29,2016-08-29,44
66,83,4805,41,2016-08-25,6,967,60478,55,2016-08-29,2016-08-29,46
66,83,4881,41,2016-08-25,6,1031.5,51737,55,2016-08-29,2016-08-29,46
66,83,4881,40,2016-08-27,50,6165,443778,55,2016-08-29,2016-08-29,44
66,83,4886,40,2016-08-26,50,6071.2,463304,55,2016-08-29,2016-08-29,44
66,83,4886,40,2016-08-27,50,6041.6,454673,55,2016-08-29,2016-08-29,44
66,83,7079,70,2016-08-29,100,9324.5,806323,08,2016-08-30,2016-08-30,44
66,83,0999,41,2016-08-26,5,600,17916,66,2016-08-30,2016-08-30,46
66,83,4886,40,2016-09-01,50,6220,467647,55,2016-09-07,2016-09-07,44
66,83,4886,40,2016-09-03,50,6215.8,463238,55,2016-09-07,2016-09-07,44
66,83,4886,40,2016-09-05,50,6309.6,475601,55,2016-09-07,2016-09-07,44
66,83,7079,70,2016-09-01,100,9084,779088,08,2016-09-20,2016-09-07,44
66,83,4881,40,2016-09-05,50,6291,446167,55,2016-09-09,2016-09-09,44
66,83,4894,40,2016-09-08,50,6303,444842,55,2016-09-20,2016-09-12,44
66,83,7079,70,2016-09-05,100,9193.1,770764,08,2016-09-23,2016-09-12,44
66,83,7079,70,2016-09-07,50,4589.8,387901,08,2016-09-20,2016-09-12,44
66,83,4881,40,2016-09-07,50,6177.5,421924,55,2016-09-13,2016-09-13,44
66,83,4881,40,2016-09-10,50,6091.5,426341,55,2016-09-13,2016-09-13,44
66,83,4881,40,2016-09-12,50,5888,424775,55,2016-09-20,2016-09-13,44
66,83,4894,40,2016-09-10,50,6041,433880,55,2016-09-13,2016-09-13,44
66,83,4894,40,2016-09-12,50,6295.5,421301,55,2016-09-20,2016-09-13,44
66,83,7079,70,2016-09-12,50,4583.4,380790,08,2016-09-21,2016-09-13,44
66,83,0999,41,2016-09-09,5,620,15836,66,2016-09-17,2016-09-17,46
66,83,4886,40,2016-09-07,50,6103,467953,55,2016-09-19,2016-09-19,44
66,83,4886,40,2016-09-09,50,6257,459886,55,2016-09-19,2016-09-19,44
66,83,4886,40,2016-09-10,50,6124.4,460081,55,2016-09-19,2016-09-19,44
66,83,4805,40,2016-09-09,50,6269,439351,55,2016-09-19,2016-09-19,44
66,83,4886,40,2016-09-12,50,6095,458382,55,2016-09-19,2016-09-19,44
66,83,4886,40,2016-09-17,50,6208.4,492854,55,2016-09-19,2016-09-19,44
66,83,4881,40,2016-09-17,50,5927,467810,55,2016-09-20,2016-09-20,44
66,83,7079,70,2016-09-19,100,9445.3,811638,08,2016-09-28,2016-09-21,44
66,83,4886,40,2016-09-19,50,6305,496061,55,2016-09-25,2016-09-25,44
66,83,4886,40,2016-09-21,50,6140.6,462648,55,2016-09-25,2016-09-25,44
66,83,4886,40,2016-09-24,50,6104.6,467574,55,2016-09-26,2016-09-25,44
66,83,4805,40,2016-09-21,50,6101.5,406318,55,2016-09-26,2016-09-26,44
66,83,4886,40,2016-09-26,50,6229.4,481695,55,2016-09-28,2016-09-28,44
66,83,7079,70,2016-09-26,100,9497,790191,08,2016-09-30,2016-09-28,44
66,83,4805,40,2016-09-26,50,6146.5,421367,55,2016-09-30,2016-09-29,44
66,83,4883,41,2016-09-19,45,9911,383449,35,2016-09-29,2016-09-29,46
66,83,4881,40,2016-10-01,50,6378.5,454835,55,2016-10-12,2016-10-12,44
66,83,4881,40,2016-10-05,50,6433.5,422048,55,2016-10-12,2016-10-12,44
66,83,4894,40,2016-10-03,50,6288.5,416922,55,2016-10-12,2016-10-12,44
66,83,4894,40,2016-10-04,43,5520.5,382415,55,2016-10-12,2016-10-12,44
66,83,4886,40,2016-10-01,50,6208,468063,55,2016-10-12,2016-10-12,44
66,83,4894,41,2016-10-04,7,1141,64267,55,2016-10-12,2016-10-12,46
66,83,4886,40,2016-10-03,50,6265.6,462307,55,2016-10-12,2016-10-12,44
66,83,4886,40,2016-10-08,50,6281.4,476957,55,2016-10-12,2016-10-12,44
66,83,4886,40,2016-10-10,50,6296.2,478120,55,2016-10-12,2016-10-12,44
66,83,4881,40,2016-10-03,50,6394.5,437247,55,2016-10-12,2016-10-12,44
66,83,4881,40,2016-10-08,50,6212.5,459456,55,2016-10-12,2016-10-12,44
66,83,4894,40,2016-10-11,50,6316,431503,55,2016-10-14,2016-10-12,44
66,83,7079,70,2016-10-01,100,9283.7,764827,08,2016-10-26,2016-10-12,44
66,83,7079,70,2016-10-02,50,4362.3,357751,08,2016-10-27,2016-10-12,44
66,83,7079,70,2016-10-03,50,4705.9,393250,08,2016-10-27,2016-10-12,44
66,83,4805,40,2016-10-07,44,5729,398778,55,2016-10-13,2016-10-13,44
66,83,4805,41,2016-10-07,6,961,51393,55,2016-10-13,2016-10-13,46
66,83,4805,40,2016-10-04,50,6203.5,432696,55,2016-10-13,2016-10-13,44
66,83,7079,70,2016-10-05,50,4645.3,387372,08,2016-10-28,2016-10-13,44
66,83,4881,40,2016-10-13,50,6130,434219,55,2016-10-19,2016-10-14,44
66,83,7079,70,2016-10-10,50,4557.8,382930,08,2016-10-27,2016-10-14,44
66,83,4886,40,2016-10-14,50,6210.2,464194,55,2016-10-20,2016-10-17,44
66,83,4805,40,2016-10-11,50,6208.5,434976,55,2016-10-17,2016-10-17,44
66,83,4881,40,2016-10-15,50,6182,454055,55,2016-10-19,2016-10-19,44
66,83,4886,40,2016-10-15,50,6182.8,469019,55,2016-10-20,2016-10-20,44
66,83,4805,40,2016-10-18,50,5967,416231,55,2016-10-20,2016-10-20,44
66,83,4886,40,2016-10-17,50,6094.8,460954,55,2016-10-20,2016-10-20,44
66,83,4805,40,2016-10-21,49,6131,423972,55,2016-10-24,2016-10-24,44
66,83,4886,40,2016-10-21,50,6119.8,467656,55,2016-10-24,2016-10-24,44
66,83,7079,70,2016-10-12,50,4525.7,378620,08,2016-10-27,2016-10-24,44
66,83,7079,70,2016-10-16,50,4679.7,393734,08,2016-10-27,2016-10-26,44
66,83,7079,70,2016-10-17,50,4662,391054,08,2016-10-27,2016-10-26,44
66,83,4881,40,2016-10-21,50,6141,432632,55,2016-10-26,2016-10-26,44
66,83,7079,70,2016-10-20,100,9130.6,765591,08,2016-10-28,2016-10-26,44
66,83,7079,70,2016-10-23,50,4541.4,379016,08,2016-10-28,2016-10-26,44
66,83,7079,70,2016-10-25,50,4465.5,372076,08,2016-10-28,2016-10-27,44
66,83,4886,40,2016-10-22,50,5995.8,456728,55,2016-10-27,2016-10-27,44
66,83,4886,40,2016-10-24,50,6017.2,451565,55,2016-10-27,2016-10-27,44
66,83,4894,40,2016-10-19,50,6018,413087,55,2016-10-27,2016-10-27,44
66,83,4881,40,2016-10-26,50,6072,419471,55,2016-10-28,2016-10-27,44
66,83,4883,41,2016-10-24,40,8967.5,325132,35,2016-10-28,2016-10-28,46
66,83,4805,40,2016-10-26,50,6068,412554,55,2016-10-28,2016-10-28,44
66,83,4886,40,2016-11-02,50,6171,460861,55,2016-11-07,2016-11-07,44
66,83,7079,70,2016-11-01,150,13668.6,1139629,08,2016-11-09,2016-11-07,44
66,83,4886,40,2016-11-04,50,6114.2,462765,55,2016-11-07,2016-11-07,44
66,83,4886,40,2016-11-05,50,6019.6,456656,55,2016-11-10,2016-11-07,44
66,83,4881,40,2016-11-02,50,6203,451583,55,2016-11-08,2016-11-08,44
66,83,4881,40,2016-11-04,50,6039,437600,55,2016-11-08,2016-11-08,44
66,83,4881,40,2016-11-05,50,6068,441611,55,2016-11-08,2016-11-08,44
66,83,4894,40,2016-11-01,50,6076,427256,55,2016-11-08,2016-11-08,44
66,83,4894,40,2016-11-03,50,6116,447733,55,2016-11-08,2016-11-08,44
66,83,4894,40,2016-11-04,50,5877.5,435212,55,2016-11-28,2016-11-08,44
66,83,4894,40,2016-11-07,44,5144,380904,55,2016-11-17,2016-11-08,44
66,83,7079,70,2016-11-07,100,9057.3,772439,08,2016-11-25,2016-11-09,44
66,83,4886,40,2016-11-07,50,6095.8,459015,55,2016-11-10,2016-11-10,44
66,83,4805,40,2016-11-09,50,5760.5,414337,55,2016-11-14,2016-11-14,44
66,83,4894,40,2016-11-09,50,5584.5,418241,55,2016-11-15,2016-11-15,44
66,83,4894,40,2016-11-14,50,5908.5,430497,55,2016-11-17,2016-11-15,44
66,83,7079,70,2016-11-14,50,4585.3,401513,08,2016-11-25,2016-11-16,44
66,83,4805,40,2016-11-11,50,5761,421197,55,2016-11-17,2016-11-17,44
66,83,4805,40,2016-11-15,50,5797,420884,55,2016-11-17,2016-11-17,44
66,83,4894,41,2016-11-07,6,1015,56181,55,2016-11-17,2016-11-17,46
66,83,4881,40,2016-11-08,50,5829.5,427922,55,2016-11-17,2016-11-17,44
66,83,4886,40,2016-11-11,50,6088,463366,55,2016-11-17,2016-11-17,44
66,83,4886,40,2016-11-12,50,5862.6,453805,55,2016-11-17,2016-11-17,44
66,83,4886,40,2016-11-14,50,5956,463021,55,2016-11-17,2016-11-17,44
66,83,4881,40,2016-11-12,100,11527.5,858485,55,2016-11-17,2016-11-17,44
66,83,4886,40,2016-11-17,50,5825,443182,55,2016-11-21,2016-11-21,44
66,83,4805,40,2016-11-17,50,5911,426121,55,2016-11-21,2016-11-21,44
66,83,7079,70,2016-11-17,100,9102.6,799723,08,2016-11-25,2016-11-21,44
66,83,7079,70,2016-11-21,100,9183.7,799839,08,2016-11-25,2016-11-22,44
66,83,4886,40,2016-11-18,50,5996.6,453723,55,2016-11-24,2016-11-24,44
66,83,4886,40,2016-11-19,50,5720.6,439781,55,2016-11-24,2016-11-24,44
66,83,4886,40,2016-11-21,50,5995.2,448681,55,2016-11-24,2016-11-24,44
66,83,4805,40,2016-11-18,50,5834,412078,55,2016-11-24,2016-11-24,44
66,83,4805,40,2016-11-21,50,5819,402252,55,2016-11-24,2016-11-24,44
66,83,0999,41,2016-11-23,43,1560,68931,66,2016-11-24,2016-11-24,44
66,83,4883,41,2016-11-21,42,8900.5,328860,35,2016-11-24,2016-11-24,46
66,83,4886,40,2016-11-23,50,5670.6,426254,55,2016-11-28,2016-11-25,44
66,83,4805,40,2016-11-23,50,5555.5,393647,55,2016-11-28,2016-11-28,44
66,83,4886,40,2016-11-25,50,6004.8,453496,55,2016-11-28,2016-11-28,44
66,83,4805,40,2016-11-25,50,5581,404033,55,2016-11-28,2016-11-28,44
66,83,4886,40,2016-11-26,50,5788.8,436857,55,2016-11-28,2016-11-28,44
66,83,4881,40,2016-11-23,50,6041,421668,55,2016-11-28,2016-11-28,44
66,83,4881,40,2016-11-24,50,5963,424067,55,2016-11-28,2016-11-28,44
66,83,7079,70,2016-11-24,100,9068.7,785505,08,2016-11-29,2016-11-28,44
66,83,7079,70,2016-11-28,50,4416.2,371627,08,2016-11-29,2016-11-29,44
66,83,4881,40,2016-12-03,50,6067.5,440713,55,2016-12-06,2016-12-06,44
66,83,4894,40,2016-12-05,44,5529,419580,55,2016-12-06,2016-12-06,44
66,83,4894,41,2016-12-05,6,1055,57932,55,2016-12-27,2016-12-06,46
66,83,7079,70,2016-12-01,50,4601.3,390753,08,2016-12-23,2016-12-06,44
66,83,4886,40,2016-12-02,50,5994.4,466178,55,2016-12-07,2016-12-07,44
66,83,4886,40,2016-12-03,50,5883.6,451646,55,2016-12-07,2016-12-07,44
66,83,4886,40,2016-12-05,50,6104.2,475544,55,2016-12-08,2016-12-07,44
66,83,7079,70,2016-12-05,50,4631.1,408310,08,2016-12-23,2016-12-07,44
66,83,7079,70,2016-12-08,99,9190.1,807552,08,2016-12-26,2016-12-09,44
66,83,4886,40,2016-12-07,50,5954.2,458507,55,2016-12-12,2016-12-12,44
66,83,4886,40,2016-12-09,50,6025.2,474218,55,2016-12-12,2016-12-12,44
66,83,4805,40,2016-12-09,50,5988,445678,55,2016-12-13,2016-12-13,44
66,83,0999,41,2016-12-09,78,2580,120680,66,2016-12-13,2016-12-13,44
66,83,7079,70,2016-12-12,50,4614.1,415402,08,2016-12-28,2016-12-13,44
66,83,4883,41,2016-12-05,22,4959,199784,35,2016-12-14,2016-12-14,46
66,83,4886,40,2016-12-10,50,5766.6,448925,55,2016-12-14,2016-12-14,44
66,83,4886,40,2016-12-12,50,6061,476661,55,2016-12-15,2016-12-14,44
66,83,4894,40,2016-12-07,50,6091,460560,55,2016-12-15,2016-12-15,44
66,83,4894,40,2016-12-12,50,6231.5,471957,55,2016-12-15,2016-12-15,44
66,83,4881,40,2016-12-10,50,6256.5,480711,55,2016-12-15,2016-12-15,44
66,83,7079,70,2016-12-15,100,9095.8,816038,08,2016-12-28,2016-12-16,44
66,83,4805,40,2016-12-14,50,6082,483576,55,2016-12-19,2016-12-19,44
66,83,4886,40,2016-12-14,50,6039.4,475093,55,2016-12-19,2016-12-19,44
66,83,4881,40,2016-12-15,50,6307,479116,55,2016-12-20,2016-12-20,44
66,83,4881,40,2016-12-17,50,6260.5,484771,55,2016-12-23,2016-12-20,44
66,83,7079,70,2016-12-19,100,8694.4,779356,08,2016-12-28,2016-12-20,44
66,83,4886,40,2016-12-16,50,6036.6,473346,55,2016-12-21,2016-12-21,44
66,83,4886,40,2016-12-17,50,5534,439799,55,2016-12-21,2016-12-21,44
66,83,4886,40,2016-12-19,50,5743.8,462062,55,2016-12-24,2016-12-21,44
66,83,4894,40,2016-12-16,50,5828,443791,55,2016-12-23,2016-12-23,44
66,83,4883,41,2016-12-19,24,5412,230554,35,2016-12-23,2016-12-23,46
66,83,4894,40,2016-12-22,50,6122,461296,55,2016-12-23,2016-12-23,44
66,83,4881,40,2016-12-22,50,6195.5,466025,55,2016-12-23,2016-12-23,44
66,83,4886,40,2016-12-21,50,5939.2,459309,55,2016-12-24,2016-12-24,44
66,83,4886,40,2016-12-24,50,5607,426402,55,2016-12-27,2016-12-26,44
66,83,4805,40,2016-12-20,50,5549.5,433235,55,2016-12-27,2016-12-27,44
66,83,4805,40,2016-12-26,50,5808,433593,55,2016-12-28,2016-12-28,44
66,83,4886,40,2016-12-26,50,5602.4,433169,55,2016-12-28,2016-12-28,44
66,83,7079,70,2016-12-26,100,8863.4,805375,08,2016-12-29,2016-12-28,44
66,83,7079,70,2016-12-28,100,9058.4,832522,08,2017-01-04,2016-12-29,44
98,30,A999,40,2016-01-02,8,740,34631260,98,2016-01-09,2016-01-09,44
98,30,A999,40,2016-01-04,6,573,26931000,98,2016-01-09,2016-01-09,44
98,30,0999,41,2016-01-05,4,800,22768000,98,2016-01-09,2016-01-09,46
